player,tm,yr,V1
Frank Mason III,SAC,2018,Role Player
Wesley Matthews,DAL,2018,Perimeter Wings/Defenders
Luc Mbah a Moute,HOU,2018,Driving Scorer
Patrick McCaw,GSW,2018,Role Player
CJ McCollum,POR,2018,Perimeter Wings/Defenders
T.J. McConnell,PHI,2018,Floor Generals
Doug McDermott,NYK,2018,Driving Scorer
JaVale McGee,GSW,2018,Defensive Big Man
Ben McLemore,MEM,2018,Driving Scorer
Jodie Meeks,WAS,2018,Driving Scorer
Salah Mejri,DAL,2018,Defensive Big Man
Khris Middleton,MIL,2018,Superstars
C.J. Miles,TOR,2018,Driving Scorer
Darius Miller,NOP,2018,Driving Scorer
Patty Mills,SAS,2018,Driving Scorer
Paul Millsap,DEN,2018,Scoring Big Man
Nikola Mirotić,NOP,2018,Perimeter Wings/Defenders
Donovan Mitchell,UTA,2018,Superstars
Malik Monk,CHO,2018,Role Player
E'Twaun Moore,NOP,2018,Perimeter Wings/Defenders
Marcus Morris,BOS,2018,Perimeter Wings/Defenders
Markieff Morris,WAS,2018,Perimeter Wings/Defenders
Timofey Mozgov,BRK,2018,Defensive Big Man
Emmanuel Mudiay,DEN,2018,Floor Generals
Shabazz Muhammad,MIN,2018,Role Player
Dejounte Murray,SAS,2018,Floor Generals
Jamal Murray,DEN,2018,Perimeter Wings/Defenders
Mike Muscala,ATL,2018,Driving Scorer
Abdel Nader,BOS,2018,Role Player
Larry Nance Jr.,LAL,2018,Defensive Big Man
Shabazz Napier,POR,2018,Floor Generals
Jameer Nelson,NOP,2018,Role Player
Raul Neto,UTA,2018,Driving Scorer
Nerlens Noel,DAL,2018,Defensive Big Man
Lucas Nogueira,TOR,2018,Defensive Big Man
Dirk Nowitzki,DAL,2018,Perimeter Wings/Defenders
Frank Ntilikina,NYK,2018,Role Player
Jusuf Nurkić,POR,2018,Scoring Big Man
David Nwaba,CHI,2018,Defensive Big Man
Johnny O'Bryant,CHO,2018,Role Player
Royce O'Neale,UTA,2018,Driving Scorer
Kyle O'Quinn,NYK,2018,Defensive Big Man
Semi Ojeleye,BOS,2018,Role Player
Victor Oladipo,IND,2018,Superstars
Kelly Olynyk,MIA,2018,Perimeter Wings/Defenders
Cedi Osman,CLE,2018,Driving Scorer
Kelly Oubre Jr.,WAS,2018,Perimeter Wings/Defenders
Zaza Pachulia,GSW,2018,Defensive Big Man
Jabari Parker,MIL,2018,Perimeter Wings/Defenders
Tony Parker,SAS,2018,Role Player
Chandler Parsons,MEM,2018,Driving Scorer
Patrick Patterson,OKC,2018,Driving Scorer
Brandon Paul,SAS,2018,Role Player
Chris Paul,HOU,2018,Superstars
Elfrid Payton,ORL,2018,Floor Generals
Mason Plumlee,DEN,2018,Defensive Big Man
Jakob Poeltl,TOR,2018,Defensive Big Man
Otto Porter,WAS,2018,Perimeter Wings/Defenders
Bobby Portis,CHI,2018,Perimeter Wings/Defenders
Kristaps Porziņģis,NYK,2018,Scoring Big Man
Dwight Powell,DAL,2018,Defensive Big Man
Norman Powell,TOR,2018,Role Player
Taurean Prince,ATL,2018,Perimeter Wings/Defenders
Julius Randle,LAL,2018,Scoring Big Man
Zach Randolph,SAC,2018,Perimeter Wings/Defenders
J.J. Redick,PHI,2018,Perimeter Wings/Defenders
Willie Reed,LAC,2018,Defensive Big Man
Josh Richardson,MIA,2018,Perimeter Wings/Defenders
Austin Rivers,LAC,2018,Floor Generals
Andre Roberson,OKC,2018,Defensive Big Man
Rajon Rondo,NOP,2018,Floor Generals
Terry Rozier,BOS,2018,Perimeter Wings/Defenders
Ricky Rubio,UTA,2018,Floor Generals
D'Angelo Russell,BRK,2018,Floor Generals
Domantas Sabonis,IND,2018,Defensive Big Man
Dario Šarić,PHI,2018,Perimeter Wings/Defenders
Tomáš Satoranský,WAS,2018,Driving Scorer
Dennis Schröder,ATL,2018,Superstars
Mike Scott,WAS,2018,Driving Scorer
Thabo Sefolosha,UTA,2018,Driving Scorer
Wayne Selden,MEM,2018,Driving Scorer
Pascal Siakam,TOR,2018,Defensive Big Man
Ben Simmons,PHI,2018,Scoring Big Man
Jonathon Simmons,ORL,2018,Floor Generals
Kobi Simmons,MEM,2018,Role Player
Marcus Smart,BOS,2018,Floor Generals
Dennis Smith Jr.,DAL,2018,Floor Generals
Ish Smith,DET,2018,Floor Generals
J.R. Smith,CLE,2018,Driving Scorer
Jason Smith,WAS,2018,Role Player
Tony Snell,MIL,2018,Driving Scorer
Marreese Speights,ORL,2018,Driving Scorer
Nik Stauskas,BRK,2018,Driving Scorer
Lance Stephenson,IND,2018,Floor Generals
Jayson Tatum,BOS,2018,Perimeter Wings/Defenders
Isaiah Taylor,ATL,2018,Role Player
Jeff Teague,MIN,2018,Floor Generals
Garrett Temple,SAC,2018,Driving Scorer
Miloš Teodosić,LAC,2018,Floor Generals
Jason Terry,MIL,2018,Driving Scorer
Daniel Theis,BOS,2018,Defensive Big Man
Lance Thomas,NYK,2018,Role Player
Klay Thompson,GSW,2018,Perimeter Wings/Defenders
Sindarius Thornwell,LAC,2018,Role Player
Anthony Tolliver,DET,2018,Driving Scorer
Karl-Anthony Towns,MIN,2018,Scoring Big Man
P.J. Tucker,HOU,2018,Driving Scorer
Evan Turner,POR,2018,Driving Scorer
Myles Turner,IND,2018,Scoring Big Man
Ekpe Udoh,UTA,2018,Defensive Big Man
Tyler Ulis,PHO,2018,Floor Generals
Jonas Valančiūnas,TOR,2018,Scoring Big Man
Denzel Valentine,CHI,2018,Perimeter Wings/Defenders
Fred VanVleet,TOR,2018,Driving Scorer
Noah Vonleh,POR,2018,Defensive Big Man
Nikola Vučević,ORL,2018,Scoring Big Man
Dwyane Wade,CLE,2018,Floor Generals
Dion Waiters,MIA,2018,Floor Generals
Kemba Walker,CHO,2018,Superstars
John Wall,WAS,2018,Superstars
Tyrone Wallace,LAC,2018,Floor Generals
T.J. Warren,PHO,2018,Perimeter Wings/Defenders
David West,GSW,2018,Defensive Big Man
Russell Westbrook,OKC,2018,Superstars
Hassan Whiteside,MIA,2018,Scoring Big Man
Andrew Wiggins,MIN,2018,Perimeter Wings/Defenders
C.J. Williams,LAC,2018,Driving Scorer
Lou Williams,LAC,2018,Superstars
Marvin Williams,CHO,2018,Driving Scorer
Justise Winslow,MIA,2018,Floor Generals
Delon Wright,TOR,2018,Floor Generals
Guerschon Yabusele,BOS,2018,Driving Scorer
Joe Young,IND,2018,Role Player
Nick Young,GSW,2018,Driving Scorer
Thaddeus Young,IND,2018,Perimeter Wings/Defenders
Cody Zeller,CHO,2018,Defensive Big Man
Tyler Zeller,BRK,2018,Defensive Big Man
Paul Zipser,CHI,2018,Role Player
Ivica Zubac,LAL,2018,Defensive Big Man
Álex Abrines,OKC,2017,Driving Scorer
Quincy Acy,BRK,2017,Driving Scorer
Steven Adams,OKC,2017,Scoring Big Man
Arron Afflalo,SAC,2017,Driving Scorer
Alexis Ajinça,NOP,2017,Defensive Big Man
LaMarcus Aldridge,SAS,2017,Scoring Big Man
Lavoy Allen,IND,2017,Defensive Big Man
Tony Allen,MEM,2017,Floor Generals
Al-Farouq Aminu,POR,2017,Perimeter Wings/Defenders
Alan Anderson,LAC,2017,Role Player
Justin Anderson,DAL,2017,Driving Scorer
Kyle Anderson,SAS,2017,Driving Scorer
Ryan Anderson,HOU,2017,Perimeter Wings/Defenders
Giannis Antetokounmpo,MIL,2017,Scoring Big Man
Carmelo Anthony,NYK,2017,Superstars
Trevor Ariza,HOU,2017,Perimeter Wings/Defenders
Darrell Arthur,DEN,2017,Driving Scorer
D.J. Augustin,ORL,2017,Role Player
Luke Babbitt,MIA,2017,Driving Scorer
Ron Baker,NYK,2017,Role Player
Wade Baldwin,MEM,2017,Role Player
Leandro Barbosa,PHO,2017,Driving Scorer
J.J. Barea,DAL,2017,Floor Generals
Harrison Barnes,DAL,2017,Perimeter Wings/Defenders
Matt Barnes,SAC,2017,Floor Generals
Will Barton,DEN,2017,Perimeter Wings/Defenders
Brandon Bass,LAC,2017,Defensive Big Man
Nicolas Batum,CHO,2017,Floor Generals
Kent Bazemore,ATL,2017,Floor Generals
Bradley Beal,WAS,2017,Superstars
Michael Beasley,MIL,2017,Defensive Big Man
Marco Belinelli,CHO,2017,Driving Scorer
DeAndre' Bembry,ATL,2017,Role Player
Dragan Bender,PHO,2017,Role Player
Dāvis Bertāns,SAS,2017,Driving Scorer
Patrick Beverley,HOU,2017,Floor Generals
Nemanja Bjelica,MIN,2017,Driving Scorer
Tarik Black,LAL,2017,Defensive Big Man
Eric Bledsoe,PHO,2017,Superstars
Bojan Bogdanović,BRK,2017,Perimeter Wings/Defenders
Devin Booker,PHO,2017,Superstars
Trevor Booker,BRK,2017,Defensive Big Man
Avery Bradley,BOS,2017,Perimeter Wings/Defenders
Corey Brewer,HOU,2017,Role Player
Malcolm Brogdon,MIL,2017,Floor Generals
Aaron Brooks,IND,2017,Role Player
Jaylen Brown,BOS,2017,Driving Scorer
Nicolás Brussino,DAL,2017,Role Player
Reggie Bullock,DET,2017,Driving Scorer
Trey Burke,WAS,2017,Driving Scorer
Alec Burks,UTA,2017,Role Player
Jimmy Butler,CHI,2017,Superstars
Kentavious Caldwell-Pope,DET,2017,Perimeter Wings/Defenders
Isaiah Canaan,CHI,2017,Role Player
DeMarre Carroll,TOR,2017,Driving Scorer
Vince Carter,MEM,2017,Driving Scorer
Michael Carter-Williams,CHI,2017,Role Player
Willie Cauley-Stein,SAC,2017,Defensive Big Man
Wilson Chandler,DEN,2017,Perimeter Wings/Defenders
Marquese Chriss,PHO,2017,Defensive Big Man
Semaj Christon,OKC,2017,Role Player
Ian Clark,GSW,2017,Driving Scorer
Jordan Clarkson,LAL,2017,Floor Generals
Darren Collison,SAC,2017,Floor Generals
Mike Conley,MEM,2017,Superstars
Pat Connaughton,POR,2017,Driving Scorer
DeMarcus Cousins,SAC,2017,Superstars
Robert Covington,PHI,2017,Perimeter Wings/Defenders
Allen Crabbe,POR,2017,Driving Scorer
Jamal Crawford,LAC,2017,Floor Generals
Jae Crowder,BOS,2017,Perimeter Wings/Defenders
Dante Cunningham,NOP,2017,Driving Scorer
Seth Curry,DAL,2017,Perimeter Wings/Defenders
Stephen Curry,GSW,2017,Superstars
Troy Daniels,MEM,2017,Driving Scorer
Anthony Davis,NOP,2017,Scoring Big Man
Sam Dekker,HOU,2017,Driving Scorer
Malcolm Delaney,ATL,2017,Role Player
Matthew Dellavedova,MIL,2017,Floor Generals
Luol Deng,LAL,2017,Driving Scorer
DeMar DeRozan,TOR,2017,Superstars
Boris Diaw,UTA,2017,Role Player
Gorgui Dieng,MIN,2017,Scoring Big Man
Spencer Dinwiddie,BRK,2017,Floor Generals
Goran Dragić,MIA,2017,Superstars
Andre Drummond,DET,2017,Scoring Big Man
Jared Dudley,PHO,2017,Driving Scorer
Mike Dunleavy,ATL,2017,Driving Scorer
Kris Dunn,MIN,2017,Role Player
Kevin Durant,GSW,2017,Superstars
Wayne Ellington,MIA,2017,Driving Scorer
Monta Ellis,IND,2017,Floor Generals
Joel Embiid,PHI,2017,Scoring Big Man
James Ennis,MEM,2017,Driving Scorer
Tyler Ennis,HOU,2017,Role Player
Dante Exum,UTA,2017,Role Player
Kenneth Faried,DEN,2017,Defensive Big Man
Derrick Favors,UTA,2017,Defensive Big Man
Kay Felder,CLE,2017,Role Player
Raymond Felton,LAC,2017,Driving Scorer
Yogi Ferrell,DAL,2017,Floor Generals
Dorian Finney-Smith,DAL,2017,Role Player
Bryn Forbes,SAS,2017,Role Player
Evan Fournier,ORL,2017,Perimeter Wings/Defenders
Randy Foye,BRK,2017,Role Player
Tim Frazier,NOP,2017,Floor Generals
Channing Frye,CLE,2017,Driving Scorer
Danilo Gallinari,DEN,2017,Perimeter Wings/Defenders
Langston Galloway,NOP,2017,Driving Scorer
Marc Gasol,MEM,2017,Superstars
Pau Gasol,SAS,2017,Scoring Big Man
Rudy Gay,SAC,2017,Superstars
Paul George,IND,2017,Superstars
Taj Gibson,CHI,2017,Defensive Big Man
Manu Ginóbili,SAS,2017,Floor Generals
Rudy Gobert,UTA,2017,Scoring Big Man
Aaron Gordon,ORL,2017,Perimeter Wings/Defenders
Eric Gordon,HOU,2017,Perimeter Wings/Defenders
Marcin Gortat,WAS,2017,Scoring Big Man
Jerami Grant,OKC,2017,Driving Scorer
Jerian Grant,CHI,2017,Driving Scorer
Danny Green,SAS,2017,Driving Scorer
Draymond Green,GSW,2017,Scoring Big Man
Gerald Green,BOS,2017,Driving Scorer
JaMychal Green,MEM,2017,Defensive Big Man
Jeff Green,ORL,2017,Role Player
Blake Griffin,LAC,2017,Superstars
Justin Hamilton,BRK,2017,Driving Scorer
Tim Hardaway Jr.,ATL,2017,Perimeter Wings/Defenders
James Harden,HOU,2017,Superstars
Maurice Harkless,POR,2017,Perimeter Wings/Defenders
Montrezl Harrell,HOU,2017,Defensive Big Man
Devin Harris,DAL,2017,Driving Scorer
Gary Harris,DEN,2017,Perimeter Wings/Defenders
Joe Harris,BRK,2017,Driving Scorer
Tobias Harris,DET,2017,Perimeter Wings/Defenders
Andrew Harrison,MEM,2017,Role Player
Spencer Hawes,CHO,2017,Defensive Big Man
Gordon Hayward,UTA,2017,Superstars
Gerald Henderson,PHI,2017,Driving Scorer
John Henson,MIL,2017,Defensive Big Man
Juan Hernangómez,DEN,2017,Driving Scorer
Willy Hernangómez,NYK,2017,Defensive Big Man
Mario Hezonja,ORL,2017,Role Player
Buddy Hield,NOP,2017,Driving Scorer
Nenê,HOU,2017,Defensive Big Man
George Hill,UTA,2017,Perimeter Wings/Defenders
Solomon Hill,NOP,2017,Driving Scorer
Darrun Hilliard,DET,2017,Role Player
Jrue Holiday,NOP,2017,Floor Generals
Justin Holiday,NYK,2017,Driving Scorer
Rondae Hollis-Jefferson,BRK,2017,Defensive Big Man
Richaun Holmes,PHI,2017,Defensive Big Man
Rodney Hood,UTA,2017,Perimeter Wings/Defenders
Al Horford,BOS,2017,Perimeter Wings/Defenders
Dwight Howard,ATL,2017,Scoring Big Man
Kris Humphries,ATL,2017,Role Player
Serge Ibaka,ORL,2017,Perimeter Wings/Defenders
Andre Iguodala,GSW,2017,Driving Scorer
Ersan İlyasova,PHI,2017,Perimeter Wings/Defenders
Joe Ingles,UTA,2017,Floor Generals
Brandon Ingram,LAL,2017,Role Player
Kyrie Irving,CLE,2017,Superstars
Reggie Jackson,DET,2017,Floor Generals
LeBron James,CLE,2017,Superstars
Al Jefferson,IND,2017,Defensive Big Man
Richard Jefferson,CLE,2017,Driving Scorer
Brandon Jennings,NYK,2017,Floor Generals
Jonas Jerebko,BOS,2017,Driving Scorer
Amir Johnson,BOS,2017,Defensive Big Man
James Johnson,MIA,2017,Perimeter Wings/Defenders
Joe Johnson,UTA,2017,Driving Scorer
Stanley Johnson,DET,2017,Role Player
Tyler Johnson,MIA,2017,Perimeter Wings/Defenders
Wesley Johnson,LAC,2017,Role Player
Nikola Jokić,DEN,2017,Scoring Big Man
Derrick Jones Jr.,PHO,2017,Defensive Big Man
James Jones,CLE,2017,Driving Scorer
Terrence Jones,NOP,2017,Defensive Big Man
Tyus Jones,MIN,2017,Role Player
DeAndre Jordan,LAC,2017,Scoring Big Man
Cory Joseph,TOR,2017,Floor Generals
Frank Kaminsky,CHO,2017,Perimeter Wings/Defenders
Enes Kanter,OKC,2017,Scoring Big Man
Michael Kidd-Gilchrist,CHO,2017,Defensive Big Man
Sean Kilpatrick,BRK,2017,Perimeter Wings/Defenders
Brandon Knight,PHO,2017,Floor Generals
Kyle Korver,ATL,2017,Driving Scorer
Kyle Korver,CLE,2017,Driving Scorer
Kosta Koufos,SAC,2017,Defensive Big Man
Mindaugas Kuzminskas,NYK,2017,Driving Scorer
Skal Labissière,SAC,2017,Defensive Big Man
Jeremy Lamb,CHO,2017,Driving Scorer
Joffrey Lauvergne,OKC,2017,Driving Scorer
Zach LaVine,MIN,2017,Perimeter Wings/Defenders
Ty Lawson,SAC,2017,Floor Generals
Jake Layman,POR,2017,Role Player
Courtney Lee,NYK,2017,Perimeter Wings/Defenders
Alex Len,PHO,2017,Defensive Big Man
Kawhi Leonard,SAS,2017,Superstars
Meyers Leonard,POR,2017,Driving Scorer
Jon Leuer,DET,2017,Perimeter Wings/Defenders
Caris LeVert,BRK,2017,Driving Scorer
DeAndre Liggins,CLE,2017,Role Player
Damian Lillard,POR,2017,Superstars
Jeremy Lin,BRK,2017,Floor Generals
Shaun Livingston,GSW,2017,Driving Scorer
Kevon Looney,GSW,2017,Defensive Big Man
Brook Lopez,BRK,2017,Scoring Big Man
Robin Lopez,CHI,2017,Defensive Big Man
Kevin Love,CLE,2017,Scoring Big Man
Kyle Lowry,TOR,2017,Superstars
Timothé Luwawu-Cabarrot,PHI,2017,Role Player
Trey Lyles,UTA,2017,Role Player
Sheldon Mac,WAS,2017,Role Player
Shelvin Mack,UTA,2017,Floor Generals
Thon Maker,MIL,2017,Driving Scorer
Jarell Martin,MEM,2017,Role Player
Wesley Matthews,DAL,2017,Perimeter Wings/Defenders
Luc Mbah a Moute,LAC,2017,Driving Scorer
James Michael McAdoo,GSW,2017,Defensive Big Man
Patrick McCaw,GSW,2017,Driving Scorer
CJ McCollum,POR,2017,Superstars
T.J. McConnell,PHI,2017,Floor Generals
Doug McDermott,CHI,2017,Driving Scorer
JaVale McGee,GSW,2017,Defensive Big Man
Rodney McGruder,MIA,2017,Driving Scorer
Ben McLemore,SAC,2017,Driving Scorer
Jordan McRae,CLE,2017,Role Player
Jodie Meeks,ORL,2017,Driving Scorer
Salah Mejri,DAL,2017,Defensive Big Man
C.J. Miles,IND,2017,Driving Scorer
Patty Mills,SAS,2017,Driving Scorer
Paul Millsap,ATL,2017,Scoring Big Man
Nikola Mirotić,CHI,2017,Perimeter Wings/Defenders
Greg Monroe,MIL,2017,Scoring Big Man
E'Twaun Moore,NOP,2017,Driving Scorer
Marcus Morris,DET,2017,Perimeter Wings/Defenders
Markieff Morris,WAS,2017,Perimeter Wings/Defenders
Anthony Morrow,OKC,2017,Driving Scorer
Donatas Motiejūnas,NOP,2017,Role Player
Timofey Mozgov,LAL,2017,Defensive Big Man
Emmanuel Mudiay,DEN,2017,Floor Generals
Shabazz Muhammad,MIN,2017,Driving Scorer
Dejounte Murray,SAS,2017,Role Player
Jamal Murray,DEN,2017,Driving Scorer
Mike Muscala,ATL,2017,Driving Scorer
Larry Nance Jr.,LAL,2017,Defensive Big Man
Shabazz Napier,POR,2017,Role Player
Maurice Ndour,NYK,2017,Role Player
Jameer Nelson,DEN,2017,Floor Generals
Raul Neto,UTA,2017,Role Player
Joakim Noah,NYK,2017,Defensive Big Man
Lucas Nogueira,TOR,2017,Defensive Big Man
Dirk Nowitzki,DAL,2017,Perimeter Wings/Defenders
Kyle O'Quinn,NYK,2017,Defensive Big Man
Victor Oladipo,OKC,2017,Perimeter Wings/Defenders
Kelly Olynyk,BOS,2017,Defensive Big Man
Kelly Oubre Jr.,WAS,2017,Driving Scorer
Zaza Pachulia,GSW,2017,Defensive Big Man
Jabari Parker,MIL,2017,Perimeter Wings/Defenders
Tony Parker,SAS,2017,Floor Generals
Chandler Parsons,MEM,2017,Role Player
Patrick Patterson,TOR,2017,Driving Scorer
Chris Paul,LAC,2017,Superstars
Elfrid Payton,ORL,2017,Floor Generals
Mason Plumlee,POR,2017,Scoring Big Man
Otto Porter,WAS,2017,Perimeter Wings/Defenders
Bobby Portis,CHI,2017,Defensive Big Man
Kristaps Porziņģis,NYK,2017,Scoring Big Man
Dwight Powell,DAL,2017,Defensive Big Man
Norman Powell,TOR,2017,Driving Scorer
Taurean Prince,ATL,2017,Role Player
Julius Randle,LAL,2017,Scoring Big Man
Zach Randolph,MEM,2017,Scoring Big Man
J.J. Redick,LAC,2017,Perimeter Wings/Defenders
Willie Reed,MIA,2017,Defensive Big Man
Josh Richardson,MIA,2017,Floor Generals
Austin Rivers,LAC,2017,Floor Generals
Andre Roberson,OKC,2017,Defensive Big Man
Brian Roberts,CHO,2017,Role Player
Glenn Robinson III,IND,2017,Driving Scorer
Thomas Robinson,LAL,2017,Defensive Big Man
Sergio Rodríguez,PHI,2017,Floor Generals
Rajon Rondo,CHI,2017,Floor Generals
Derrick Rose,NYK,2017,Floor Generals
Terrence Ross,TOR,2017,Driving Scorer
Terry Rozier,BOS,2017,Role Player
Ricky Rubio,MIN,2017,Floor Generals
Brandon Rush,MIN,2017,Role Player
D'Angelo Russell,LAL,2017,Floor Generals
Domantas Sabonis,OKC,2017,Role Player
Dario Šarić,PHI,2017,Perimeter Wings/Defenders
Tomáš Satoranský,WAS,2017,Role Player
Dennis Schröder,ATL,2017,Superstars
Luis Scola,BRK,2017,Defensive Big Man
Thabo Sefolosha,ATL,2017,Floor Generals
Kevin Séraphin,IND,2017,Defensive Big Man
Ramon Sessions,CHO,2017,Role Player
Iman Shumpert,CLE,2017,Driving Scorer
Pascal Siakam,TOR,2017,Defensive Big Man
Jonathon Simmons,SAS,2017,Role Player
Kyle Singler,OKC,2017,Role Player
Marcus Smart,BOS,2017,Floor Generals
Ish Smith,DET,2017,Floor Generals
J.R. Smith,CLE,2017,Driving Scorer
Jason Smith,WAS,2017,Defensive Big Man
Tony Snell,MIL,2017,Driving Scorer
Marreese Speights,LAC,2017,Defensive Big Man
Nik Stauskas,PHI,2017,Driving Scorer
Rodney Stuckey,IND,2017,Role Player
Jeff Teague,IND,2017,Superstars
Mirza Teletović,MIL,2017,Driving Scorer
Garrett Temple,SAC,2017,Floor Generals
Jason Terry,MIL,2017,Driving Scorer
Isaiah Thomas,BOS,2017,Superstars
Lance Thomas,NYK,2017,Role Player
Hollis Thompson,PHI,2017,Driving Scorer
Klay Thompson,GSW,2017,Perimeter Wings/Defenders
Tristan Thompson,CLE,2017,Defensive Big Man
Marcus Thornton,WAS,2017,Role Player
Anthony Tolliver,SAC,2017,Driving Scorer
Karl-Anthony Towns,MIN,2017,Scoring Big Man
P.J. Tucker,PHO,2017,Floor Generals
Evan Turner,POR,2017,Floor Generals
Myles Turner,IND,2017,Scoring Big Man
Beno Udrih,DET,2017,Driving Scorer
Tyler Ulis,PHO,2017,Floor Generals
Jonas Valančiūnas,TOR,2017,Scoring Big Man
Denzel Valentine,CHI,2017,Role Player
Fred VanVleet,TOR,2017,Role Player
Rashad Vaughn,MIL,2017,Role Player
Noah Vonleh,POR,2017,Defensive Big Man
Nikola Vučević,ORL,2017,Scoring Big Man
Sasha Vujačić,NYK,2017,Role Player
Dwyane Wade,CHI,2017,Superstars
Dion Waiters,MIA,2017,Floor Generals
Kemba Walker,CHO,2017,Superstars
John Wall,WAS,2017,Superstars
T.J. Warren,PHO,2017,Perimeter Wings/Defenders
C.J. Watson,ORL,2017,Role Player
David West,GSW,2017,Defensive Big Man
Russell Westbrook,OKC,2017,Superstars
Okaro White,MIA,2017,Role Player
Isaiah Whitehead,BRK,2017,Role Player
Andrew Wiggins,MIN,2017,Superstars
Alan Williams,PHO,2017,Defensive Big Man
Deron Williams,DAL,2017,Floor Generals
Lou Williams,LAL,2017,Superstars
Marvin Williams,CHO,2017,Perimeter Wings/Defenders
Jeff Withey,UTA,2017,Defensive Big Man
Joe Young,IND,2017,Role Player
Nick Young,LAL,2017,Perimeter Wings/Defenders
Thaddeus Young,IND,2017,Perimeter Wings/Defenders
Cody Zeller,CHO,2017,Defensive Big Man
Tyler Zeller,BOS,2017,Defensive Big Man
Paul Zipser,CHI,2017,Role Player
Ivica Zubac,LAL,2017,Defensive Big Man
Quincy Acy,SAC,2016,Defensive Big Man
Arron Afflalo,NYK,2016,Perimeter Wings/Defenders
Alexis Ajinça,NOP,2016,Defensive Big Man
LaMarcus Aldridge,SAS,2016,Scoring Big Man
Tony Allen,MEM,2016,Floor Generals
Al-Farouq Aminu,POR,2016,Perimeter Wings/Defenders
James Anderson,SAC,2016,Role Player
Justin Anderson,DAL,2016,Driving Scorer
Kyle Anderson,SAS,2016,Driving Scorer
Ryan Anderson,NOP,2016,Perimeter Wings/Defenders
Giannis Antetokounmpo,MIL,2016,Scoring Big Man
Carmelo Anthony,NYK,2016,Superstars
Trevor Ariza,HOU,2016,Perimeter Wings/Defenders
Darrell Arthur,DEN,2016,Driving Scorer
D.J. Augustin,OKC,2016,Role Player
Luke Babbitt,NOP,2016,Driving Scorer
Leandro Barbosa,GSW,2016,Driving Scorer
J.J. Barea,DAL,2016,Floor Generals
Andrea Bargnani,BRK,2016,Role Player
Harrison Barnes,GSW,2016,Perimeter Wings/Defenders
Matt Barnes,MEM,2016,Perimeter Wings/Defenders
Will Barton,DEN,2016,Perimeter Wings/Defenders
Brandon Bass,LAL,2016,Defensive Big Man
Nicolas Batum,CHO,2016,Perimeter Wings/Defenders
Jerryd Bayless,MIL,2016,Floor Generals
Aron Baynes,DET,2016,Defensive Big Man
Kent Bazemore,ATL,2016,Perimeter Wings/Defenders
Bradley Beal,WAS,2016,Perimeter Wings/Defenders
Marco Belinelli,SAC,2016,Driving Scorer
Patrick Beverley,HOU,2016,Floor Generals
Bismack Biyombo,TOR,2016,Defensive Big Man
Nemanja Bjelica,MIN,2016,Driving Scorer
Steve Blake,DET,2016,Role Player
Eric Bledsoe,PHO,2016,Superstars
Bojan Bogdanović,BRK,2016,Driving Scorer
Andrew Bogut,GSW,2016,Defensive Big Man
Matt Bonner,SAS,2016,Driving Scorer
Devin Booker,PHO,2016,Floor Generals
Trevor Booker,UTA,2016,Defensive Big Man
Chris Bosh*,MIA,2016,Perimeter Wings/Defenders
Avery Bradley,BOS,2016,Perimeter Wings/Defenders
Corey Brewer,HOU,2016,Role Player
Aaron Brooks,CHI,2016,Role Player
Markel Brown,BRK,2016,Role Player
Kobe Bryant*,LAL,2016,Perimeter Wings/Defenders
Chase Budinger,IND,2016,Role Player
Reggie Bullock,DET,2016,Driving Scorer
Trey Burke,UTA,2016,Driving Scorer
Alec Burks,UTA,2016,Floor Generals
Jimmy Butler,CHI,2016,Superstars
Rasual Butler,SAS,2016,Driving Scorer
José Calderón,NYK,2016,Floor Generals
Kentavious Caldwell-Pope,DET,2016,Perimeter Wings/Defenders
Isaiah Canaan,PHI,2016,Driving Scorer
Clint Capela,HOU,2016,Defensive Big Man
Vince Carter,MEM,2016,Driving Scorer
Michael Carter-Williams,MIL,2016,Floor Generals
Omri Casspi,SAC,2016,Perimeter Wings/Defenders
Willie Cauley-Stein,SAC,2016,Defensive Big Man
Mario Chalmers,MEM,2016,Floor Generals
Tyson Chandler,PHO,2016,Defensive Big Man
Ian Clark,GSW,2016,Driving Scorer
Jordan Clarkson,LAL,2016,Perimeter Wings/Defenders
Norris Cole,NOP,2016,Floor Generals
Darren Collison,SAC,2016,Floor Generals
Nick Collison,OKC,2016,Role Player
Mike Conley,MEM,2016,Superstars
Pat Connaughton,POR,2016,Role Player
DeMarcus Cousins,SAC,2016,Scoring Big Man
Robert Covington,PHI,2016,Perimeter Wings/Defenders
Allen Crabbe,POR,2016,Driving Scorer
Jamal Crawford,LAC,2016,Perimeter Wings/Defenders
Jae Crowder,BOS,2016,Perimeter Wings/Defenders
Dante Cunningham,NOP,2016,Driving Scorer
Jared Cunningham,CLE,2016,Role Player
Seth Curry,SAC,2016,Driving Scorer
Stephen Curry,GSW,2016,Superstars
Troy Daniels,CHO,2016,Driving Scorer
Anthony Davis,NOP,2016,Scoring Big Man
Matthew Dellavedova,CLE,2016,Floor Generals
Luol Deng,MIA,2016,Perimeter Wings/Defenders
DeMar DeRozan,TOR,2016,Superstars
Boris Diaw,SAS,2016,Driving Scorer
Gorgui Dieng,MIN,2016,Scoring Big Man
Toney Douglas,NOP,2016,Floor Generals
Goran Dragić,MIA,2016,Floor Generals
Andre Drummond,DET,2016,Scoring Big Man
Jared Dudley,WAS,2016,Driving Scorer
